client_id,client_name,investment_director,institution_type,city,state,country,region,assets,security
1953,"American International Group, Inc.",Steven Huang,Government,Bangkok,,Thailand,Other Asia Pacific,17264000,Standard
686,"Bosco, Schaden and Runte",Toby Maxwell,Family,Greenwich,Connecticut,United States,United States,106184,High
1608,American Public Power Association,Erik Alvarez,Religious Institution,New York,New York,United States,United States,9719,Standard
1232,Harding University,Hope Walsh,College & University,Allendale,Michigan,United States,United States,136828,Standard
2377,Rath and Sons,Lisa Carlson,Family,Beijing,,China,China,104000,High
1891,"Heaney, Kling and Wilkinson",Toby Maxwell,Family,St. Thomas,,"Virgin Islands, British",United States,108057,High
1862,"Albany County, New York",Colleen Hayes,Foundation,Boston,Massachusetts,United States,United States,540744,Medium
2066,Sauer Group,Toby Maxwell,Family,Boston,Massachusetts,United States,United States,190113,High
246,Albert & Margaret Alkek Foundation,Belinda Cobb,Foundation,Hamden,Connecticut,United States,United States,120318,Standard
1776,Hettinger-Wolf,Lisa Carlson,Family,Kowloon,,Hong Kong,China,437651,High
2309,Albert A. List Foundation,Belinda Cobb,Foundation,New Orleans,Louisiana,United States,United States,225785,Standard
2167,"Medical West, An Affiliate Of Uab Health System",Cory Little,Hospital,New York,New York,United States,United States,88862,Standard
2488,Haag-Bednar,Toby Maxwell,Family,Baltimore,Maryland,United States,United States,312000,High
947,Americana Foundation,Kenneth Boone,Independent School,Greenwich,Connecticut,United States,United States,81694,Standard
2439,Jackson State University,Kenneth Boone,Independent School,Greenwich,Connecticut,United States,United States,71771,Standard
1332,Albert Kunstadter Family Foundation,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,80879,Standard
257,Uab Callahan Eye Hospital Authority,Cory Little,Hospital,Greenwich,Connecticut,United States,United States,203285,Standard
2389,Botsford and Sons,Euduardo Munoz,Family,La Molina,,Peru,Latin America,2157,High
234,Hartwick College,Hope Walsh,College & University,Grinnell,Iowa,United States,United States,2080000000,Standard
229,Turcotte-Smitham,Kenneth Boone,Independent School,Groton,Massachusetts,United States,United States,395532,Standard
1468,Alberta Real Estate Foundation,Colleen Hayes,Foundation,Los Altos,California,United States,United States,52000,Medium
2541,"Strosin, Bode and Russel",Lena Goodwin,Special Purpose Trust,Dallas,Texas,United States,United States,501176,Standard
1588,Eliza Coffee Memorial Hospital,Estelle Rowe,Corporation,London,,United Kingdom,United Kingdom,399964,Standard
2561,Alcoa Foundation,Colleen Hayes,Foundation,Wilmington,Delaware,United States,United States,135200,High
1703,East Alabama Medical Center,Joshua Lam,Corporation,Safat,,Kuwait,Middle East & Africa,66081,Medium
1276,Alexander & Baldwin Foundation,Belinda Cobb,Foundation,Kansas City,Missouri,United States,United States,61447,Standard
231,Alexander H. Bright Charitable Trust,Belinda Cobb,Foundation,San Francisco,California,United States,United States,225192,Standard
1374,Amoeba Music,Herman Vega,Cultural & Environmental,Wilmington,Delaware,United States,United States,157162,Standard
923,Bryan W. Whitfield Memorial Hospital,Frank Garner,Corporation,Kansas City,Missouri,United States,United States,2184000,Standard
499,Harvey Mudd College,Hope Walsh,College & University,Clinton,New York,United States,United States,599675,Standard
237,Heidelberg College,Hope Walsh,College & University,Hampton,Virginia,United States,United States,289022,Standard
1261,Marion Regional Medical Center,Erik Alvarez,Member Organization,Sonoma,California,United States,United States,138650,Standard
2235,Kovacek-Haley,Toby Maxwell,Family,Newport Beach,California,United States,United States,130085,High
220,Hillsdale College,Hope Walsh,College & University,Boston,Massachusetts,United States,United States,37856000,Standard
221,Hiram College,Hope Walsh,College & University,Claremont,California,United States,United States,329003,Standard
2418,Keene State College,Elaine McKinney,Government,Riyadh,,Saudi Arabia,Middle East & Africa,3359048,Medium
230,Hofstra University,Hope Walsh,College & University,Haverford,Pennsylvania,United States,United States,545281,Standard
898,Hollins College,Hope Walsh,College & University,Honolulu,Hawaii,United States,United States,326784,Standard
924,Grandview Medical Center,Cory Little,Hospital,Honolulu,Hawaii,United States,United States,998905,Standard
1848,Holy Cross College,Hope Walsh,College & University,Honolulu,Hawaii,United States,United States,51786,Standard
711,Mohr LLC,Darryl Mitchell,Family,Vaduz,,Liechtenstein,Europe ex UK,20800,High
2218,Allen Foundation,Colleen Hayes,Foundation,New York,New York,United States,United States,14343,High
1575,Uab Highlands,Cory Little,Hospital,New York,New York,United States,United States,272057,Standard
1068,Alliance Healthcare Foundation,Belinda Cobb,Foundation,Pittsburgh,Pennsylvania,United States,United States,1628788,Standard
1213,Allstate Foundation,Belinda Cobb,Foundation,Washington,District of Columbia,United States,United States,12315,Standard
1247,Allyn Foundation,Belinda Cobb,Foundation,Washington,District of Columbia,United States,United States,52939,Standard
2705,"White, West and Johnson",Lisa Carlson,Family,Hong Kong,,Hong Kong,China,104000,High
697,Amaryllis Foundation,Belinda Cobb,Foundation,New York,New York,United States,United States,291392,Standard
1479,Andrew W. Mellon Foundation,Estelle Rowe,Corporation,London,,United Kingdom,United Kingdom,104000,Standard
794,Stokes-Crona,Toby Maxwell,Family,Palm Beach Gard,Florida,United States,United States,238401,High
2583,Schultz LLC,Toby Maxwell,Family,Downers Grove,Illinois,United States,United States,170560,High
1785,St Vincent'S Birmingham,Cory Little,Hospital,High Point,North Carolina,United States,United States,65541,Standard
2060,Parisian-Will,Toby Maxwell,Family,Southfield,Michigan,United States,United States,61813,High
440,American Conservation Association,Belinda Cobb,Foundation,Dallas,Texas,United States,United States,1368126,Standard
1185,American Express Foundation,Colleen Hayes,Foundation,Framingham,Massachusetts,United States,United States,182856,Medium
1634,McLaughlin Group,Toby Maxwell,Family,Fisher Island,Florida,United States,United States,111440,High
2312,"Boyer, King and Farrell",Toby Maxwell,Family,Pittsburgh,Pennsylvania,United States,United States,156624,Standard
978,McKenzie Group,Herman Vega,Cultural & Environmental,Washington,District of Columbia,United States,United States,196478,Standard
239,American Forest & Paper Association,Belinda Cobb,Foundation,Agoura Hills,California,United States,United States,2990999,Standard
1872,Thompson Group,Toby Maxwell,Family,Houston,Texas,United States,United States,288194,High
1647,Flatley-Wuckert,Herman Vega,Cultural & Environmental,Boston,Massachusetts,United States,United States,115130,Standard
1763,Legros and Sons,Steven Huang,Sovereign Wealth Fund,Beijing,,China,China,312000,High
2461,Kub LLC,Toby Maxwell,Family,Miami,Florida,United States,United States,520000,High
302,Trantow and Sons,Kenneth Boone,Independent School,Dallas,Texas,United States,United States,172333,Standard
240,Humboldt State University,Hope Walsh,College & University,Roanoke,Virginia,United States,United States,194733,Standard
611,Hunter College,Hope Walsh,College & University,Worcester,Massachusetts,United States,United States,813357,Standard
143,St Vincent'S East,Cory Little,Hospital,Huntingdon Vall,Pennsylvania,United States,United States,266065,Medium
2050,Huntington College,Alexander Simmons,College & University,Cambridge,,United Kingdom,United Kingdom,52000,Standard
2374,Cummings LLC,Joshua Lam,Corporation,Hong Kong,,Hong Kong,China,212885,Standard
1437,Ameritech Foundation,Steven Huang,Foundation,Happy Valley,,Hong Kong,China,8277360,Medium
1844,Ann & Gordon Getty Foundation,Steven Huang,Government,Hong Kong,,Hong Kong,China,1397968000,High
1662,Iona College,Calvin Chang,College & University,Kowloon,,Hong Kong,China,5200000,Standard
1664,"Oberbrunner, Lakin and Ward",Herman Vega,Cultural & Environmental,Honolulu,Hawaii,United States,United States,46561,Standard
2006,James Madison University,Hope Walsh,College & University,Holland,Michigan,United States,United States,234358,Standard
1757,Cummerata and Sons,Kenneth Boone,Independent School,New Haven,Connecticut,United States,United States,95461,Standard
1852,Effertz Group,Lena Goodwin,Special Purpose Trust,New York,New York,United States,United States,4784000,High
2393,American Civil Liberties Union,Estelle Rowe,Corporation,Grand Cayman,,Cayman Islands,United Kingdom,0,High
1382,Eliza Coffee Memorial Hospital,Steven Huang,Hospital,Wanchai,,Hong Kong,China,5720000,Standard
422,Coalition to Stop Gun Violence,Kenneth Boone,Insurance Company,Albany,New York,United States,United States,1537383,Medium
641,Center for Constitutional Rights,Kenneth Boone,Independent School,Lakeville,Connecticut,United States,United States,508371,Standard
1636,Jamestown College,Hope Walsh,College & University,Houston,Texas,United States,United States,54461,Standard
242,Ametek Foundation,Belinda Cobb,Foundation,Houston,Texas,United States,United States,1601316,Standard
2046,Rogahn-Oberbrunner,Diane McGuire,Government,Houston,Texas,United States,United States,3640000,High
1469,"Torphy, Pouros and Crooks",Herman Vega,Cultural & Environmental,Houston,Texas,United States,United States,70047,Standard
1009,Crooks and Sons,Herman Vega,Cultural & Environmental,Houston,Texas,United States,United States,55015,Standard
1207,John Brown University,Hope Walsh,College & University,Houston,Texas,United States,United States,772481,Standard
249,Athens Limestone Hospital,Cory Little,Hospital,Chevy Chase,Maryland,United States,United States,21734043,Standard
1072,Johns Hopkins University,Hope Walsh,College & University,Washington,District of Columbia,United States,United States,1279342,Standard
2070,"Schaefer, Grant and Schmidt",Darryl Mitchell,Family,Nicosia,,Cyprus,Europe ex UK,10400,High
949,Doctors of the World,Herman Vega,Cultural & Environmental,New York,New York,United States,United States,108370,Standard
2335,Human Rights Watch,Frank Garner,Corporation,Dallas,Texas,United States,United States,188760,High
1053,NAACP,Herman Vega,Cultural & Environmental,San Marino,California,United States,United States,467360,Standard
1642,Defenders of Wildlife,Erik Alvarez,Member Organization,Pasadena,California,United States,United States,40480,Standard
1786,Johnson-Witting,Steven Huang,Sovereign Wealth Fund,Tortola,,"Virgin Islands, British",China,360984000,High
254,Amre Family Foundation,Belinda Cobb,Foundation,Boston,Massachusetts,United States,United States,141504,Standard
1748,Konopelski-Boehm,Toby Maxwell,Family,Hamilton,,Bermuda,United States,3875040,High
2032,Zemlak-Morissette,Erik Alvarez,Religious Institution,Wilmington,Delaware,United States,United States,442036,Standard
1954,An Environmental Trust,Belinda Cobb,Foundation,Oklahoma City,Oklahoma,United States,United States,468373,Standard
2373,Friends of Animals,Diane McGuire,Government,Indianapolis,Indiana,United States,United States,0,Standard
1833,Jones College,Hope Walsh,College & University,Bloomington,Indiana,United States,United States,2232822,Standard
1413,Gulgowski-Torp,Herman Vega,Cultural & Environmental,Indianapolis,Indiana,United States,United States,340735,Standard
2490,"Connelly, Stoltenberg and Hudson",Herman Vega,Cultural & Environmental,Indianapolis,Indiana,United States,United States,89232,Standard
2113,American Rivers,Kenneth Boone,Insurance Company,Copenhagen,,Denmark,Europe ex UK,23920000,Standard
1373,Lincoln University,Diane McGuire,Government,Melbourne,,Australia,Australia-NZ,520000,Standard
1543,Anderlick Charitable Gift Fund,Belinda Cobb,Foundation,Minneapolis,Minnesota,United States,United States,285601,Standard
478,Tromp Group,Darryl Mitchell,Family,London,,United Kingdom,United Kingdom,313442,High
1040,Hirthe-Crist,Darryl Mitchell,Family,London,,United Kingdom,United Kingdom,168615,High
205,Huntsville Hospital,Cory Little,Hospital,Falls Church,Virginia,United States,United States,4659482,Standard
2308,Judson College,Hope Walsh,College & University,Princeton,New Jersey,United States,United States,830752,Standard
784,Hayes-Brown,Erik Alvarez,Member Organization,New York,New York,United States,United States,113570,Standard
1933,Loma Linda University,Erik Alvarez,Member Organization,Toronto,Ontario,Canada,Canada,9356,Standard
2500,Schumm-Hoeger,Erik Alvarez,Religious Institution,Milano,,Italy,Europe ex UK,260000,Standard
1348,Ziemann and Sons,Frank Garner,Corporation,Santa Clara,California,United States,United States,0,Medium
900,Luther College,Diane McGuire,Government,Washington,District of Columbia,United States,United States,10400000,Medium
1205,Ankunding-Marks,Diane McGuire,Government,Washington,District of Columbia,United States,United States,14872000,Standard
1867,"Hilll, Hammes and Lynch",Diane McGuire,Government,Washington,District of Columbia,United States,United States,16640000,Medium
810,Ocean Conservancy,Diane McGuire,Government,Washington,District of Columbia,United States,United States,7280000,Standard
1301,Homenick and Sons,Erik Alvarez,Member Organization,Alexandria,Virginia,United States,United States,24107,Standard
1233,Kent State University,Hope Walsh,College & University,Ames,Iowa,United States,United States,912080,Standard
416,Malone College,Herman Vega,Cultural & Environmental,Boston,Massachusetts,United States,United States,199564,Standard
2237,Mary Baldwin College,Frank Garner,Corporation,Fort Lauderdale,Florida,United States,United States,624000,Standard
1688,Bashirian-Gleason,Estelle Rowe,Corporation,London,,United Kingdom,United Kingdom,118533,Standard
1724,Leffler LLC,Toby Maxwell,Family,Knoxville,Tennessee,United States,United States,305274,High
1725,Angelica Foundation,Belinda Cobb,Foundation,Knoxville,Tennessee,United States,United States,92162,Standard
2217,Moore Inc,Lisa Carlson,Family,Auckland,,New Zealand,Australia-NZ,728000,High
2117,Dicki-Collins,Toby Maxwell,Family,Phoenix,Arizona,United States,United States,115260,High
1666,Anheuser-Busch Foundation,Belinda Cobb,Foundation,Kapolei,Hawaii,United States,United States,24569,Standard
1850,Animal Charities Of America,Belinda Cobb,Foundation,San Francisco,California,United States,United States,73337,Standard
1849,Animal Sanctuary Foundation,Belinda Cobb,Foundation,San Francisco,California,United States,United States,74065,Standard
1611,Huel-Wiegand,Toby Maxwell,Family,Albany,Texas,United States,United States,322400,High
1443,"Hahn, Howe and Ryan",Toby Maxwell,Family,Richmond,Virginia,United States,United States,66803,High
1861,Anna B. Stearns Charitable Foundation,Colleen Hayes,Foundation,Boston,Massachusetts,United States,United States,234525,Medium
658,King's College,Alexander Simmons,College & University,Oxford,,United Kingdom,United Kingdom,93600,Standard
934,American Refugee Committee,Erik Alvarez,Member Organization,New York,New York,United States,United States,60433,Standard
162,American Jewish World Service,Belinda Cobb,Foundation,Los Angeles,California,United States,United States,217341,Standard
21,Amnesty International,Belinda Cobb,Foundation,Baltimore,Maryland,United States,United States,661903,Standard
1120,Anti-Defamation League,Belinda Cobb,Foundation,Bloomfield Hill,Michigan,United States,United States,340661,Standard
223,Association on American Indian Affairs,Belinda Cobb,Foundation,Cleveland,Ohio,United States,United States,20874,Standard
1436,International Rescue Committee,Herman Vega,Cultural & Environmental,Boston,Massachusetts,United States,United States,42486,Standard
1968,Swaniawski and Sons,Lisa Carlson,Family,,,Hong Kong,China,111169,High
2283,Schowalter Inc,Lisa Carlson,Family,,,Hong Kong,China,105206,High
2234,"Stoltenberg, Morissette and Schaden",Darryl Mitchell,Family,Luxembourg,,Luxembourg,Europe ex UK,0,High
1676,"Gulgowski, Ernser and Bahringer",Toby Maxwell,Family,San Francisco,California,United States,United States,143392,High
1754,Pfannerstill Group,Toby Maxwell,Family,San Francisco,California,United States,United States,83455,High
1087,"Schmidt, Auer and Strosin",Herman Vega,Cultural & Environmental,Washington,District of Columbia,United States,United States,13612,Standard
2441,Jack Hughston Memorial Hospital,Kenneth Boone,Insurance Company,Boston,Massachusetts,United States,United States,0,Standard
1811,Marshall Medical Center South,Cory Little,Hospital,St. Petersburg,Florida,United States,United States,462130,Standard
260,Knox College,Hope Walsh,College & University,Baltimore,Maryland,United States,United States,5082660,Standard
1254,La Sierra University,Hope Walsh,College & University,Providence,Rhode Island,United States,United States,262382,Standard
1375,Cruickshank-Price,Erik Alvarez,Member Organization,Boston,Massachusetts,United States,United States,21976,Standard
367,The Center for Victims of Torture,Belinda Cobb,Foundation,West Palm Beach,Florida,United States,United States,178684,Standard
1721,Committee to Protect Journalists,Belinda Cobb,Foundation,Los Angeles,California,United States,United States,159469,Standard
927,Lubowitz-Douglas,Darryl Mitchell,Family,London,,United Kingdom,United Kingdom,0,High
1887,Center for Community Change,Belinda Cobb,Foundation,New York,New York,United States,United States,128569,Standard
833,Strosin Inc,Toby Maxwell,Family,Austin,Texas,United States,United States,150833,High
1966,Buckridge and Sons,Toby Maxwell,Family,Seattle,Washington,United States,United States,55573,High
263,LaGrange College,Hope Walsh,College & University,New York,New York,United States,United States,1036306,Standard
1824,Nonprofit Organizations That Offer Support to People with Depression and Anxiety,Belinda Cobb,Foundation,Kansas City,Missouri,United States,United States,102250,Standard
305,Providence Hospital,Cory Little,Hospital,New York,New York,United States,United States,75132,Standard
1720,Middlebury College,Lena Goodwin,Special Purpose Trust,Chicago,Illinois,United States,United States,453616,Standard
2175,Windler-Keeling,Lisa Carlson,Family,Richmond,Victoria,Australia,China,183040,High
1159,Lafayette College,Hope Walsh,College & University,Kalamazoo,Michigan,United States,United States,235045,Standard
273,Operation Smile,Kenneth Boone,Independent School,Honolulu,Hawaii,United States,United States,12530273,Standard
691,D.E.L.T.A. Rescue,Belinda Cobb,Foundation,Wichita,Kansas,United States,United States,511370,Standard
1761,Lake Forest College,Hope Walsh,College & University,Manhattan,Kansas,United States,United States,519117,Standard
647,Dian Fossey Gorilla Fund International,Belinda Cobb,Foundation,Kansas City,Missouri,United States,United States,2538389,Standard
1937,Langston University,Hope Walsh,College & University,Arlington,Virginia,United States,United States,20800000,Medium
144,The Elephant Sanctuary in Tennessee,Belinda Cobb,Foundation,Battle Creek,Michigan,United States,United States,5060973,Standard
1089,Humane Farming Association,Belinda Cobb,Foundation,Corpus,Texas,United States,United States,248352,Standard
588,Lawrence Technological University,Hope Walsh,College & University,Lexington,Kentucky,United States,United States,1518400,Standard
1969,Humane Society of the United States,Elaine McKinney,Foundation,Jerusalem,,Israel,Middle East & Africa,87452,Standard
2210,Marquardt-Wintheiser,Darryl Mitchell,Family,Buckinghamshire,,United Kingdom,United Kingdom,50105,High
2641,"Dare, McGlynn and Bednar",Toby Maxwell,Family,Chicago,Illinois,United States,United States,1040000,High
1946,St Vincent'S St Clair,Steven Huang,Sovereign Wealth Fund,Kuala Lumpur,,Malaysia,Other Asia Pacific,0,High
1548,National Audubon Society,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,259170,Standard
1671,Zieme LLC,Darryl Mitchell,Family,St. Helier,,Jersey,United Kingdom,133066,High
1886,Mayert Group,Toby Maxwell,Family,Munsonville,New Hampshire,United States,United States,147008,High
1892,"Turner, Walter and Johns",Toby Maxwell,Family,Mineola,New York,United States,United States,22587,High
1873,Le Moyne College,Alexander Simmons,College & University,Cambridge,,United Kingdom,United Kingdom,104000,Standard
1216,Lenoir-Rhyne College,Alexander Simmons,College & University,London,,United Kingdom,United Kingdom,111699,Standard
349,"Steuber, Bogisich and Feest",Toby Maxwell,Family,Northbrook,Illinois,United States,United States,561654,High
2270,Bechtelar LLC,Toby Maxwell,Family,Palm Beach,Florida,United States,United States,67,High
989,RedRover,Elaine McKinney,Foundation,Riyadh,,Saudi Arabia,Middle East & Africa,252398,High
264,Wildlife Conservation Society,Belinda Cobb,Foundation,San Antonio,Texas,United States,United States,245708,Standard
1485,University Of South Alabama Medical Center,Cory Little,Hospital,Seattle,Washington,United States,United States,63544,Standard
1272,Minot State University,Frank Garner,Corporation,Montreal,Quebec,Canada,Canada,98094,High
265,American Farmland Trust,Belinda Cobb,Foundation,Miami,Florida,United States,United States,2360899,Standard
2204,"Ledner, Kuhlman and Labadie",Erik Alvarez,Member Organization,Rochester,New York,United States,United States,4269334,Medium
487,American Forests,Belinda Cobb,Foundation,Troy,Michigan,United States,United States,3944090,Standard
1115,Lewis & Clark College,Hope Walsh,College & University,Lawrence,Kansas,United States,United States,1872936,Standard
472,Scholarship America,Kenneth Boone,Insurance Company,,,United Kingdom,United Kingdom,1040000,High
267,Lewis University,Hope Walsh,College & University,Philadelphia,Pennsylvania,United States,United States,70043,Standard
1450,Liberty University,Hope Walsh,College & University,Riverside,California,United States,United States,68694,Standard
1593,Appalachian Trail Conservancy,Rufus Bailey,Foundation,Tortola,,"Virgin Islands, British",Europe ex UK,65766,High
297,Linfield College,Hope Walsh,College & University,Easton,Pennsylvania,United States,United States,875623,Standard
1288,Monroe County Hospital,Cory Little,Hospital,Burlington,Massachusetts,United States,United States,516328,Standard
639,J Paul Jones Hospital,Kenneth Boone,Independent School,Seattle,Washington,United States,United States,249413,Standard
2097,Jaskolski and Sons,Toby Maxwell,Family,Panama,,Panama,Canada,166758,High
405,"Wolf, Muller and Mraz",Toby Maxwell,Family,Menlo Park,California,United States,United States,52058,High
2028,Lueilwitz Group,Toby Maxwell,Family,Brampton,Ontario,Canada,Canada,90677,High
139,Beyond Pesticides,Belinda Cobb,Foundation,New York,New York,United States,United States,41075,Standard
654,Center for Biological Diversity,Belinda Cobb,Foundation,Delray Beach,Florida,United States,United States,190861,Standard
2550,"Mante, Dibbert and Kihn",Toby Maxwell,Family,Bentonville,Arkansas,United States,United States,0,High
851,Alaska Native Medical Center,Erik Alvarez,Member Organization,London,,United Kingdom,United Kingdom,29610,Standard
716,Huel-Waters,Toby Maxwell,Family,Minneapolis,Minnesota,United States,United States,78268,High
387,New England Institute of Technology,Kenneth Boone,Independent School,Lawrenceville,New Jersey,United States,United States,477434,Standard
1982,Loyola College,Hope Walsh,College & University,New York,New York,United States,United States,536711,Standard
1694,Yost-Baumbach,Toby Maxwell,Family,Watsonville,California,United States,United States,151322,High
1996,Coral Reef Alliance,Rufus Bailey,Foundation,Guildford,,United Kingdom,United Kingdom,244986,Standard
910,Loyola Marymount University,Hope Walsh,College & University,Bethlehem,Pennsylvania,United States,United States,1647631,Standard
2504,Hudson-Grant,Darryl Mitchell,Family,Lutry,,Switzerland,Europe ex UK,10400000,High
1119,Orn Inc,Darryl Mitchell,Family,Geneva,,Switzerland,Europe ex UK,99536,High
1134,Earth Island Institute,Belinda Cobb,Foundation,Incline Village,Nevada,United States,United States,310584,Standard
269,Jackson Hospital & Clinic Inc,Cory Little,Hospital,New York,New York,United States,United States,356477,Standard
364,Farm Aid,Rufus Bailey,Foundation,Geneva,,Switzerland,Europe ex UK,0,High
2121,"Durgan, Torphy and Okuneva",Darryl Mitchell,Family,Luxembourg,,Luxembourg,Europe ex UK,160160,High
391,Lycoming College,Hope Walsh,College & University,Portland,Oregon,United States,United States,213025,Standard
2344,Watsica-Leannon,Diane McGuire,Government,Sydney,,Australia,Australia-NZ,9360,Standard
2425,Wyman-Moen,Kenneth Boone,Insurance Company,Boston,Massachusetts,United States,United States,0,Standard
2396,March of Dimes,Kenneth Boone,Insurance Company,Boston,Massachusetts,United States,United States,0,Standard
447,Baptist Medical Center East,Cory Little,Hospital,Providence,Rhode Island,United States,United States,1233461,Standard
1640,Funk LLC,Toby Maxwell,Family,Great Neck,New York,United States,United States,6571,High
274,Northern State University,Herman Vega,Cultural & Environmental,New York,New York,United States,United States,193715,Standard
1086,Lynchburg College,Alexander Simmons,College & University,Oxford,,United Kingdom,United Kingdom,30160,Standard
1919,Hills-Kuhic,Herman Vega,Cultural & Environmental,Kansas City,Missouri,United States,United States,214262,High
1340,"Feest, Nienow and Haag",Toby Maxwell,Family,Seattle,Washington,United States,United States,13520000,High
1385,Keep America Beautiful,Belinda Cobb,Foundation,Baltimore,Maryland,United States,United States,33185,Standard
1055,CaringBridge,Frank Garner,Corporation,Bethesda,Maryland,United States,United States,22880000,Standard
2370,Deckow-Bosco,Darryl Mitchell,Family,Munchen/Munich,,Germany,Europe ex UK,0,High
2477,"Vandervort, Kunze and Gusikowski",Toby Maxwell,Family,Dallas,Texas,United States,United States,140400,High
2171,Pace University,Herman Vega,Cultural & Environmental,Kennett Square,Pennsylvania,United States,United States,39173,Standard
566,Pacific University,Herman Vega,Cultural & Environmental,Kennett Square,Pennsylvania,United States,United States,777055,Standard
1922,Feil-Beatty,Kenneth Boone,Independent School,Windsor,Connecticut,United States,United States,203833,Standard
755,Goldner-Konopelski,Toby Maxwell,Family,Baltimore,Maryland,United States,United States,43773,High
2020,Douglas and Sons,Darryl Mitchell,Family,Cambridge,Massachusetts,United States,Europe ex UK,13520000,High
1639,Huntington's Disease Society of America,Frank Garner,Corporation,Greensboro,North Carolina,United States,United States,12458,Medium
1828,National Park Foundation,Rufus Bailey,Foundation,Paris,,France,Europe ex UK,922141,High
1952,"Sanford, Christiansen and Nolan",Darryl Mitchell,Family,Neuilly-Sur-Sei,,France,Europe ex UK,1075050,High
2350,Marquette University,Hope Walsh,College & University,Baton Rouge,Louisiana,United States,United States,500385,Standard
1944,Harvey-Yundt,Toby Maxwell,Family,Bentonville,Arkansas,United States,United States,1743400,High
1976,Mohr-Yundt,Toby Maxwell,Family,Bentonville,Arkansas,United States,United States,2341370,High
1065,Children's Disaster Services,Belinda Cobb,Foundation,Indianapolis,Indiana,United States,United States,1132797,Standard
1435,"Schmitt, Kirlin and Connelly",Darryl Mitchell,Family,Guernsey,,Guernsey,United Kingdom,103237,High
2251,"Nitzsche, Conn and Daniel",Toby Maxwell,Family,Bentonville,Arkansas,United States,United States,18096,High
1014,Marshall University,Hope Walsh,College & University,Williamsport,Pennsylvania,United States,United States,219571,Standard
2209,Treutel-Funk,Toby Maxwell,Family,Oakbrook Terrac,Illinois,United States,United States,401742,High
294,McMurry University,Hope Walsh,College & University,St. Paul,Minnesota,United States,United States,779268,Standard
285,Firefighters' Charitable Foundation,Belinda Cobb,Foundation,Chicago,Illinois,United States,United States,7076064,Standard
1497,Prescott College,Kenneth Boone,Independent School,Mclean,Virginia,United States,United States,68785,Standard
1153,Senger-Gerhold,Lisa Carlson,Family,Dubai,,United Arab Emirates,Middle East & Africa,38126,High
4,Mercer University,Alexander Simmons,College & University,Oxford,,United Kingdom,United Kingdom,52000,Standard
2544,Harber-Douglas,Darryl Mitchell,Family,Tortola,,"Virgin Islands, British",Europe ex UK,208000,High
1309,Pickens County Medical Center,Cory Little,Hospital,Bryn Mawr,Pennsylvania,United States,United States,126587,Standard
1940,Troy Regional Medical Center,Cory Little,Hospital,Bryn Mawr,Pennsylvania,United States,United States,1128363,Standard
2330,CURE International,Belinda Cobb,Foundation,Topsham,Maine,United States,United States,52000,Standard
1042,Direct Relief International,Belinda Cobb,Foundation,Ellsworth,Maine,United States,United States,522741,Standard
1980,Metropolitan State University,Hope Walsh,College & University,Orono,Maine,United States,United States,234304,Standard
278,Tanner Medical Center-East Alabama,Cory Little,Hospital,Portland,Maine,United States,United States,950936,Standard
2212,"McKenzie, Hegmann and Kris",Diane McGuire,Government,Augusta,Maine,United States,United States,13104000,Standard
1701,Doctors Without Borders,Belinda Cobb,Foundation,San Francisco,California,United States,United States,55622,Standard
1826,"Barrows, Kirlin and VonRueden",Toby Maxwell,Family,Montchanin,Delaware,United States,United States,27908,High
967,"Miller, Luettgen and Sanford",Toby Maxwell,Family,Norwood,Massachusetts,United States,United States,318282,High
1470,International Medical Corps,Belinda Cobb,Foundation,Seattle,Washington,United States,United States,717600,Standard
1218,Medical Teams International,Rufus Bailey,Foundation,London,,United Kingdom,United Kingdom,44884,Standard
2057,Midwestern State University,Hope Walsh,College & University,Poughkeepsie,New York,United States,United States,226952,Standard
1025,Shelby Baptist Medical Center,Cory Little,Hospital,Portland,Maine,United States,United States,199775,Standard
1899,Millikin University,Hope Walsh,College & University,Baltimore,Maryland,United States,United States,96247,Standard
1700,"Koch, Welch and McClure",Diane McGuire,Government,Mashantucket,Connecticut,United States,United States,133629,Standard
304,Hill Hospital Of Sumter County,Cory Little,Hospital,Boston,Massachusetts,United States,United States,334995,Standard
280,Molloy College,Hope Walsh,College & University,Cambridge,Massachusetts,United States,United States,12896000,Standard
2290,"Altenwerth, Carroll and Beier",Herman Vega,Cultural & Environmental,Jamaica Plain,Massachusetts,United States,United States,97921,Standard
604,Muller-Ward,Darryl Mitchell,Family,Geneva,,Switzerland,Europe ex UK,1442315,High
744,World Medical Relief,Colleen Hayes,Foundation,Dayton,Ohio,United States,United States,244467,Medium
2493,Beahan-Wisoky,Darryl Mitchell,Family,Herrliberg,,Switzerland,Europe ex UK,93600,High
1252,Citizens Baptist Medical Center,Cory Little,Hospital,Rochester,Minnesota,United States,United States,7733982,Standard
1901,Monmouth College,Greg Evans,College & University,Montreal,Quebec,Canada,Canada,204325,Standard
1315,Africa-America Institute,Belinda Cobb,Foundation,Detroit,Michigan,United States,United States,188002,Standard
1623,"Considine, Morissette and Heidenreich",Toby Maxwell,Family,Chicago,Illinois,United States,United States,551142,High
115,AFS USA,Belinda Cobb,Foundation,Dallas,Texas,United States,United States,702092,Standard
