user_id,website,answers,insights,market,obm,opd,ors_private,ors_public,PIOS,MMOS
8807,yes,yes,yes,yes,,,,,,
8808,,yes,yes,yes,,,,,,
8809,yes,,,,yes,yes,,,yes,yes
8810,yes,yes,yes,yes,yes,,yes,yes,yes,yes
8811,yes,yes,,yes,,,,,yes,yes
8814,yes,yes,yes,yes,yes,,yes,yes,yes,yes
8816,,yes,yes,yes,,,,,,
8817,,yes,yes,yes,,,,,,
8818,,yes,yes,yes,,,,,,
8822,,yes,yes,yes,,,,,,
8824,,yes,yes,yes,,,,,,
8825,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
8826,yes,yes,yes,yes,,,,,yes,yes
8828,,yes,yes,yes,,,,,,
8829,,yes,yes,yes,,,,,,
8830,yes,yes,yes,yes,,,,,,
8831,yes,yes,yes,yes,,,,,,
8834,,yes,yes,yes,,,,,,
8835,yes,yes,yes,yes,yes,yes,,,yes,yes
8836,,yes,yes,yes,,,,,,
8838,yes,,,,yes,,yes,,yes,yes
8839,,yes,yes,yes,,,,,,
8840,,yes,yes,yes,,,,,,
8842,yes,yes,yes,yes,yes,yes,,,,
8843,yes,,,,yes,yes,,,yes,yes
8846,yes,,,,,yes,,,,
8847,yes,yes,yes,yes,,,,,yes,yes
8849,yes,yes,yes,yes,,,,,yes,yes
8850,,yes,yes,yes,,,,,,
8851,yes,yes,yes,yes,,,,,yes,yes
8853,yes,yes,yes,yes,yes,,yes,,yes,yes
8856,,yes,yes,yes,,,,,,
8859,yes,yes,yes,yes,,,,,,
8860,yes,yes,yes,yes,,,,,yes,yes
8861,yes,yes,,yes,,,,,yes,yes
8864,yes,,,,yes,,,,yes,yes
8865,,yes,yes,yes,,,,,,
8867,yes,yes,yes,yes,,,,,yes,yes
8868,yes,yes,yes,yes,,,,,yes,yes
8869,yes,,,,yes,,,,,
8872,yes,yes,yes,yes,,,,,yes,yes
8873,,yes,yes,yes,,,,,,
8874,yes,yes,yes,yes,,,,,yes,yes
8875,,yes,yes,yes,,,,,,
8876,,yes,yes,yes,,,,,,
8877,yes,yes,yes,yes,,,,,yes,yes
8880,yes,,,,,,,,yes,yes
8882,yes,yes,yes,yes,,,,,yes,yes
8886,,yes,yes,yes,,,,,,
8887,,yes,yes,yes,,,,,,
8888,yes,,,,,,,,,
8891,yes,,,,,,,,,
8892,,yes,yes,yes,,,,,,
8895,,yes,yes,yes,,,,,,
8896,,yes,yes,yes,,,,,,
8898,,yes,yes,yes,,,,,,
8899,yes,,,,yes,,yes,yes,yes,yes
8902,yes,yes,yes,yes,yes,,yes,,,
8904,yes,,,yes,yes,,,,yes,yes
8905,yes,,,yes,,,,,,
8908,yes,yes,yes,yes,yes,yes,,,,
8910,,yes,yes,yes,,,,,,
8911,yes,yes,yes,yes,,,,,yes,yes
8912,yes,yes,yes,yes,yes,yes,,,yes,yes
8914,,yes,yes,yes,,,,,,
8916,yes,yes,yes,yes,yes,yes,,,,yes
8918,yes,,,,yes,,,,,
8919,yes,yes,yes,yes,,,,,yes,yes
8920,,yes,yes,yes,,,,,,
8921,yes,yes,yes,yes,yes,,,,yes,yes
8922,,yes,yes,yes,,,,,,
8924,yes,yes,yes,yes,yes,yes,,,yes,yes
8925,yes,yes,yes,yes,,,,,,
8926,yes,yes,yes,yes,,,,,yes,yes
8927,yes,yes,yes,yes,yes,,yes,yes,,
8929,,yes,yes,yes,,,,,,
8933,yes,,,,,,,,,
8934,yes,yes,yes,yes,,,,,yes,yes
8935,yes,yes,yes,yes,,,,,,
8936,yes,yes,yes,yes,yes,,yes,yes,,
8938,yes,yes,yes,yes,,,,,yes,yes
8941,yes,yes,yes,yes,,,,,,
8942,yes,yes,yes,yes,,,,,yes,yes
8944,yes,yes,yes,yes,,,,,yes,yes
8945,,yes,yes,yes,,,,,,
8946,yes,,,,yes,,,,,
8952,,yes,yes,yes,,,,,,
8954,yes,yes,yes,yes,yes,,yes,yes,yes,yes
8955,yes,yes,yes,yes,yes,yes,,,yes,yes
8956,,yes,yes,yes,,,,,,
8957,yes,yes,,yes,,,,,yes,yes
8961,,yes,yes,yes,,,,,,
8962,yes,yes,yes,yes,,,,,yes,yes
8963,,yes,yes,yes,,,,,,
8964,,yes,yes,yes,,,,,,
8965,yes,,,,yes,,,,,
8966,yes,yes,yes,yes,,,,,yes,yes
8967,yes,,,,,,,,,
8968,yes,yes,yes,yes,,,yes,,yes,yes
8969,yes,yes,yes,yes,yes,yes,,,yes,yes
8970,yes,yes,yes,yes,yes,,,,yes,yes
8971,yes,yes,yes,yes,,yes,,,yes,yes
8973,yes,yes,yes,yes,,,,,,
8975,yes,yes,yes,yes,,,,,,
8977,yes,yes,yes,yes,,,,,,
8978,,yes,yes,yes,,,,,,
8979,,yes,yes,yes,,,,,,
8980,yes,yes,yes,yes,,,,yes,yes,yes
8981,yes,yes,yes,yes,yes,yes,,yes,yes,yes
8982,yes,yes,yes,yes,,yes,yes,yes,yes,yes
8983,,yes,,yes,,,,,,
8985,yes,,,,yes,,yes,yes,yes,yes
8988,yes,yes,yes,yes,,,,,yes,yes
8989,yes,yes,yes,yes,yes,,yes,yes,,
8991,yes,yes,yes,yes,yes,,,,yes,yes
8992,,yes,yes,yes,,,,,,
8995,yes,,,,,,,,yes,yes
8996,yes,,,,yes,,,,,
8997,,yes,yes,yes,,,,,,
8998,,yes,yes,yes,,,,,,
9000,yes,yes,yes,yes,,,,,yes,yes
9001,yes,yes,yes,yes,,,,,yes,yes
9002,yes,yes,yes,yes,,,,,yes,yes
9004,yes,yes,yes,yes,yes,,,,yes,yes
9006,,yes,yes,yes,,,,,,
9008,yes,yes,yes,yes,,,,,yes,yes
9010,yes,,,,yes,,,,,
9011,yes,yes,yes,yes,yes,yes,,,yes,yes
9012,yes,yes,yes,yes,yes,yes,yes,,yes,yes
9013,yes,yes,yes,yes,yes,yes,,yes,yes,yes
9015,yes,yes,yes,yes,yes,yes,,,yes,yes
9016,,yes,yes,yes,,,,,,
9017,,yes,yes,yes,,,,,,
9018,yes,yes,yes,yes,,,,,yes,yes
9021,yes,yes,yes,yes,,,,,yes,yes
9024,,yes,yes,yes,,,,,,
9026,yes,yes,yes,yes,,,,,yes,yes
9027,,yes,yes,yes,,,,,,
9028,,yes,yes,yes,,,,,,
9030,,yes,yes,yes,,,,,,
9031,,yes,yes,yes,,,,,,
9032,yes,yes,yes,yes,,,,,yes,yes
9033,yes,,,,,,,,yes,yes
9034,,yes,yes,yes,,,,,,
9037,yes,yes,,yes,yes,,,,yes,yes
9040,yes,yes,yes,yes,,,,,,
9041,yes,,,,yes,,yes,yes,,
9042,yes,yes,yes,yes,,,,,yes,yes
9043,yes,yes,yes,yes,yes,yes,,,yes,yes
9044,,yes,yes,yes,,,,,,
9045,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9047,,yes,yes,yes,,,,,,
9050,yes,yes,,yes,,,,,,
9051,,yes,yes,yes,,,,,,
9052,yes,yes,yes,yes,,,,,yes,yes
9055,yes,yes,yes,yes,,,,,,
9056,yes,yes,yes,yes,,,,,yes,yes
9058,yes,yes,yes,yes,,,,,yes,
9059,yes,,,,,,,,,
9060,yes,yes,yes,yes,,,,,yes,yes
9061,yes,,,,yes,,,,,
9062,yes,,,,,,,,,
9063,,yes,yes,yes,,,,,,
9064,yes,yes,yes,yes,yes,,,,yes,yes
9067,yes,yes,yes,yes,,yes,,,yes,yes
9068,yes,yes,yes,yes,,yes,,,yes,yes
9069,,yes,,yes,,,,,,
9072,yes,,,,,,,,yes,yes
9073,,yes,yes,yes,,,,,,
9076,,yes,yes,yes,,,,,,
9077,yes,yes,yes,yes,,,,,,
9078,,yes,yes,yes,,,,,,
9079,,yes,yes,yes,,,,,,
9080,yes,yes,yes,yes,,,,,yes,yes
9083,,yes,yes,yes,,,,,,
9085,yes,yes,yes,yes,,,,,yes,yes
9087,yes,,,,,,,,yes,yes
9089,yes,,,yes,,,,,yes,yes
9090,yes,yes,yes,yes,,,,,,
9091,yes,yes,yes,yes,,yes,,,yes,yes
9092,yes,yes,yes,yes,,,,,yes,yes
9093,,yes,yes,yes,,,,,,
9094,yes,yes,yes,yes,,,,,yes,yes
9095,yes,yes,yes,yes,,,,,,
9100,yes,yes,yes,yes,,,,,yes,yes
9105,yes,,,,yes,,,,,
9106,yes,,,,,yes,,,yes,yes
9110,yes,yes,,yes,,,,yes,yes,
9114,yes,yes,yes,yes,,,,,yes,yes
9116,,yes,yes,yes,,,,,,
9122,yes,yes,yes,yes,,,,,yes,yes
9124,,yes,yes,yes,,,,,,
9125,yes,yes,yes,yes,,,,,yes,yes
9126,yes,yes,yes,yes,,,,,,
9131,yes,yes,yes,yes,yes,yes,yes,,yes,yes
9133,yes,yes,yes,yes,,,yes,yes,yes,yes
9134,yes,yes,yes,yes,,,,,yes,yes
9135,,yes,yes,yes,,,,,,
9137,yes,yes,yes,yes,,yes,,,yes,yes
9139,yes,,,,yes,,,,,
9143,,yes,yes,yes,,,,,,
9144,,yes,yes,yes,,,,,,
9147,yes,yes,yes,yes,,,,,,
9149,,yes,yes,yes,,,,,,
9152,,yes,yes,yes,,,,,,
9156,yes,yes,yes,yes,yes,yes,yes,,yes,yes
9157,yes,,,,yes,yes,,,yes,yes
9158,yes,yes,yes,yes,,,,,,
9159,yes,,,,,,,,yes,yes
9161,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9162,yes,yes,yes,yes,,,,,yes,yes
9163,yes,yes,yes,yes,,,,,yes,yes
9165,yes,yes,yes,yes,,,,,yes,yes
9166,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9167,yes,,,,yes,,,,,
9169,yes,yes,,yes,,,,,,
9170,yes,yes,yes,yes,yes,yes,,,yes,yes
9172,yes,yes,yes,yes,,,,,yes,yes
9173,yes,,,,yes,,,,,
9174,yes,yes,yes,yes,yes,,,,,
9176,yes,yes,yes,yes,,,,,yes,yes
9177,yes,yes,yes,yes,,yes,,,yes,yes
9178,,yes,yes,yes,,,,,,
9180,yes,yes,yes,yes,,,,,yes,yes
9181,,yes,yes,yes,,,,,,
9182,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
9183,yes,yes,yes,yes,,yes,,,yes,yes
9184,,yes,yes,yes,,,,,,
9185,yes,yes,yes,yes,,,,,yes,yes
9186,yes,yes,yes,yes,yes,,,,yes,yes
9187,yes,yes,yes,yes,,,,,yes,yes
9189,yes,,,,,,,,,
9190,,,yes,yes,,,,,,
9191,yes,yes,yes,yes,,,,,yes,yes
9192,yes,,,,yes,,,,,
9193,yes,yes,yes,yes,,,,,yes,yes
9194,,yes,,yes,,,,,,
9200,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9201,,yes,yes,yes,,,,,,
9202,yes,yes,yes,yes,,,,,yes,yes
9203,yes,,,,yes,,,,,
9204,yes,,,,,,,,yes,yes
9205,,yes,yes,yes,,,,,,
9209,yes,yes,yes,yes,,,,,yes,yes
9210,,yes,yes,yes,,,,,,
9212,yes,yes,yes,yes,,,,,yes,yes
9213,yes,,,,yes,,yes,yes,yes,yes
9214,yes,yes,yes,yes,,,,,,
9216,yes,yes,yes,yes,yes,,yes,,,
9218,yes,yes,yes,yes,,,,,yes,yes
9220,yes,yes,yes,yes,,,,,,
9223,,yes,yes,yes,,,,,,
9228,yes,yes,yes,yes,yes,yes,,,yes,yes
9230,,yes,yes,yes,,,,,,
9235,yes,yes,yes,yes,,,,,yes,yes
9238,,yes,yes,yes,,,,,,
9240,,yes,yes,yes,,,,,,
9241,yes,yes,yes,yes,,,,,,
9242,yes,,,,yes,,,,,
9243,yes,yes,yes,yes,,,,,,
9244,,yes,yes,yes,,,,,,
9245,yes,,,,yes,,,,,
9247,,yes,yes,yes,,,,,,
9248,yes,yes,,yes,yes,,,,yes,yes
9250,,yes,yes,yes,,,,,,
9253,yes,yes,yes,yes,yes,,,,yes,yes
9255,yes,yes,yes,yes,yes,,yes,,yes,yes
9256,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9259,yes,yes,yes,yes,,,,,yes,yes
9261,yes,,,yes,yes,,,,yes,yes
9264,yes,yes,yes,yes,yes,,yes,,,
9265,yes,,,,yes,,,,,
9266,,yes,yes,yes,,,,,,
9267,yes,yes,yes,yes,yes,yes,yes,yes,,
9268,yes,yes,yes,yes,yes,,yes,,yes,yes
9270,yes,yes,yes,yes,,,yes,yes,,yes
9271,yes,yes,yes,yes,,,,,,
9273,,yes,yes,yes,,,,,,
9275,yes,yes,yes,yes,yes,yes,yes,,,
9277,yes,,,,yes,,,,yes,yes
9283,yes,yes,yes,yes,yes,,,,yes,yes
9291,yes,yes,yes,yes,yes,yes,,,yes,yes
9292,,yes,yes,yes,,,,,,
9295,yes,yes,yes,yes,,,,,yes,yes
9296,yes,,,,,,,,yes,yes
9297,yes,yes,yes,yes,,,,,yes,yes
9298,yes,,,,yes,,yes,yes,yes,yes
9301,yes,yes,yes,yes,,,,,yes,yes
9303,,yes,yes,yes,,,,,,
9304,yes,yes,yes,yes,yes,yes,,,yes,yes
9305,yes,yes,yes,yes,yes,yes,,,,
9308,yes,yes,yes,yes,,,,,,
9310,,yes,yes,yes,,,,,,
9311,,yes,,yes,,,,,,
9312,yes,,,,,,,,,
9315,yes,,,,yes,,,,,
9316,,yes,yes,yes,,,,,,
9318,yes,yes,yes,yes,,,,,yes,yes
9319,yes,yes,yes,yes,,,,,,
9326,yes,yes,yes,yes,,yes,,,yes,yes
9328,yes,yes,yes,yes,,,,,,
9329,yes,,,,,,,,yes,yes
9332,yes,,,,yes,,,,,
9334,,yes,yes,yes,,,,,,
9335,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9336,,yes,yes,yes,,,,,,
9338,yes,yes,yes,yes,yes,,yes,,yes,yes
9341,yes,yes,yes,yes,,,,,yes,yes
9347,,yes,,yes,,,,,,
9348,yes,,,,yes,,,,,
9350,,yes,yes,yes,,,,,,
9352,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9353,yes,,,,,,,,yes,yes
9354,,yes,,yes,,,,,,
9356,,yes,yes,yes,,,,,,
9357,,yes,yes,yes,,,,,,
9359,yes,yes,yes,yes,,,,,,
9360,yes,yes,yes,yes,yes,yes,,,yes,yes
9362,yes,yes,yes,yes,,yes,,,yes,yes
9364,yes,yes,yes,yes,,,,,yes,yes
9365,yes,,,,,,,,yes,yes
9366,,yes,yes,yes,,,,,,
9369,yes,yes,yes,yes,,,,,yes,yes
9370,yes,yes,yes,yes,,,,,yes,yes
9372,,yes,yes,yes,,,,,,
9374,yes,yes,yes,yes,,,,,,
9375,yes,yes,yes,yes,yes,,yes,,yes,yes
9381,yes,yes,yes,yes,yes,yes,,,yes,yes
9383,yes,,,,,,,,yes,yes
9384,yes,yes,yes,yes,,,,,yes,yes
9385,,yes,yes,yes,,,,,,
9389,yes,yes,yes,yes,yes,,,,yes,yes
9391,,yes,yes,yes,,,,,,
9392,yes,,,,yes,,,,,
9393,yes,yes,yes,yes,,yes,,,,
9394,yes,yes,yes,yes,,,,,yes,yes
9395,yes,,,,,,,,yes,yes
9396,,yes,yes,yes,,,,,,
9397,,yes,yes,yes,,,,,,
9398,yes,,,,yes,,,,,
9399,yes,yes,yes,yes,,,,,yes,yes
9400,yes,yes,yes,yes,,,,,yes,yes
9402,yes,yes,yes,yes,yes,,,,yes,yes
9403,,yes,yes,yes,,,,,,
9404,yes,yes,yes,yes,yes,,,,yes,yes
9406,yes,,,,,,,,,
9408,yes,yes,yes,yes,yes,,,,yes,yes
9409,yes,yes,yes,yes,yes,,,,yes,yes
9410,yes,,,,,,,,,
9412,,yes,yes,yes,,,,,,
9415,yes,yes,yes,yes,,,,,yes,yes
9417,yes,,,yes,,,,,yes,yes
9419,yes,yes,yes,yes,yes,,yes,,,
9421,,yes,yes,yes,,,,,,
9422,,yes,yes,yes,,,,,,
9424,yes,yes,yes,yes,,,,,yes,yes
9426,,yes,yes,yes,,,,,,
9430,,,,yes,,,,,,
9432,yes,yes,yes,yes,,,,,yes,yes
9436,,yes,yes,yes,,,,,,
9438,yes,yes,yes,yes,yes,,,,,
9439,yes,yes,yes,yes,yes,,yes,,yes,yes
9441,yes,yes,yes,yes,yes,,yes,yes,,
9443,yes,,,,,,,,,
9444,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9446,yes,yes,yes,yes,,,,,,
9447,yes,yes,yes,yes,,,,,,
9448,yes,yes,yes,yes,,yes,,,yes,yes
9450,yes,yes,yes,yes,,,,,,
9451,yes,,,,,,,,yes,yes
9454,,yes,yes,yes,,,,,,
9456,,yes,yes,yes,,,,,,
9457,,yes,yes,yes,,,,,,
9458,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
9460,,yes,yes,yes,,,,,,
9461,yes,yes,yes,yes,,,,,yes,yes
9463,yes,,,yes,,,,,yes,yes
9466,yes,yes,yes,yes,yes,,,yes,yes,yes
9467,,yes,yes,yes,,,,,,
9473,yes,yes,yes,yes,,,,,,
9481,,yes,yes,yes,,,,,,
9483,yes,yes,yes,yes,,,,,yes,yes
9485,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9492,yes,,,,,,,,,
9494,yes,yes,yes,yes,,yes,,,yes,yes
9496,yes,yes,yes,yes,,,,,yes,yes
9500,,yes,yes,yes,,,,,,
9502,,yes,yes,yes,,,,,,
9506,yes,yes,yes,yes,,,,,yes,yes
9507,,yes,yes,yes,,,,,,
9511,yes,yes,yes,yes,,,,,yes,yes
9512,,yes,yes,yes,,,,,,
9513,,yes,,yes,,,,,,
9514,yes,,,,,,,,yes,yes
9515,,yes,yes,yes,,,,,,
9518,yes,yes,yes,yes,,,,,,
9522,yes,,yes,yes,,,,,,
9525,yes,yes,yes,yes,,,,,yes,yes
9526,,yes,yes,yes,,,,,,
9527,yes,yes,,yes,,,,,yes,yes
9530,,yes,yes,yes,,,,,,
9534,yes,,,,,,,,yes,yes
9536,yes,yes,yes,yes,,,,,yes,yes
9541,,yes,yes,yes,,,,,,
9542,yes,,,,yes,,,,yes,yes
9543,yes,yes,yes,yes,,,,,yes,yes
9547,,yes,yes,yes,,,,,,
9549,yes,yes,yes,yes,,,,,yes,yes
9551,,yes,yes,yes,,,,,,
9553,,yes,yes,yes,,,,,,
9555,,yes,yes,yes,,,,,,
9557,yes,yes,yes,yes,,,,,yes,yes
9558,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9559,yes,yes,yes,yes,,yes,,,yes,yes
9560,,yes,yes,yes,,,,,,
9561,,yes,yes,yes,,,,,,
9565,yes,yes,yes,yes,yes,,,,yes,yes
9568,yes,,,,,,,,yes,yes
9569,yes,yes,yes,yes,,,,,yes,yes
9574,,yes,yes,yes,,,,,,
9575,yes,yes,yes,yes,,,yes,yes,,
9576,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9577,,yes,yes,yes,,,,,,
9578,yes,yes,yes,yes,yes,yes,,,yes,yes
9584,yes,yes,yes,yes,,,,,,
9585,,yes,yes,yes,,,,,,
9589,yes,yes,yes,yes,,,,,yes,yes
9592,,yes,yes,yes,,,,,,
9595,,yes,yes,yes,,,,,,
9599,yes,,,,,,,,,
9600,yes,yes,yes,yes,,,,,,
9601,yes,yes,yes,yes,,yes,,,yes,yes
9607,yes,yes,yes,yes,yes,yes,,,yes,yes
9609,,yes,yes,yes,,,,,,
9610,,yes,yes,yes,,,,,,
9611,yes,,,,yes,yes,,,yes,yes
9615,yes,yes,yes,yes,,,,,,
9617,,yes,yes,yes,,,,,,
9618,,yes,yes,yes,,,,,,
9624,yes,,,,,,,,yes,yes
9626,yes,yes,yes,yes,yes,,yes,,,
9627,yes,yes,yes,yes,,,,,,
9630,yes,yes,yes,yes,,,,,,
9631,,yes,yes,yes,,,,,,
9632,yes,yes,yes,yes,,,,,yes,yes
9641,,yes,yes,yes,,,,,,
9642,,yes,yes,yes,,,,,,
9644,,yes,yes,yes,,,,,,
9646,yes,,,,yes,,,,,
9648,yes,yes,yes,yes,,,,yes,yes,yes
9650,yes,yes,yes,yes,,,,,yes,yes
9652,yes,,,,,,,,yes,yes
9653,,yes,yes,yes,,,,,,
9654,yes,,,,,,,,yes,yes
9657,yes,yes,yes,yes,,,yes,,yes,yes
9658,yes,yes,yes,yes,,,,,yes,yes
9659,,yes,yes,yes,,,,,,
9660,yes,yes,yes,yes,,,,,yes,yes
9661,yes,yes,yes,yes,,,,,yes,yes
9663,,yes,yes,yes,,,,,,
9664,,yes,yes,yes,,,,,,
9666,,yes,yes,yes,,,,,,
9670,,yes,yes,yes,,,,,,
9671,yes,,,,,,,,yes,yes
9672,,yes,yes,yes,,,,,,
9674,,yes,yes,yes,,,,,,
9675,,yes,yes,yes,,,,,,
9678,yes,yes,yes,yes,yes,,,,,
9679,yes,yes,yes,yes,yes,yes,yes,,yes,yes
9681,yes,yes,yes,yes,yes,,,,,
9682,yes,yes,yes,yes,,,,,,
9684,yes,,,,yes,yes,yes,yes,yes,yes
9685,yes,,,,yes,,,,,
9686,,yes,yes,yes,,,,,,
9687,,,yes,yes,,,,,,
9688,yes,yes,yes,yes,,,,,,
9689,yes,,,yes,,,,,yes,yes
9692,,yes,yes,yes,,,,,,
9699,yes,yes,yes,yes,,,,,,
9700,yes,yes,yes,yes,,,,,yes,yes
9703,yes,,yes,,,,,,,
9706,yes,,,,yes,,,,,
9707,yes,yes,yes,yes,,,,,yes,yes
9709,,yes,yes,yes,,,,,,
9710,,yes,yes,yes,,,,,,
9711,yes,yes,yes,yes,,,yes,yes,,
9712,yes,,,,,,,,yes,yes
9713,yes,yes,,yes,,,,,,
9715,,yes,yes,yes,,,,,,
9716,,yes,yes,yes,,,,,,
9717,yes,,,,,yes,,,yes,yes
9720,yes,,,,yes,,yes,yes,yes,yes
9721,yes,yes,yes,yes,,,,,,
9722,yes,yes,yes,yes,,,,,,
9723,,yes,yes,yes,,,,,,
9724,yes,yes,yes,yes,,,,,,
9726,yes,yes,yes,yes,,yes,,,yes,yes
9733,,yes,yes,yes,,,,,,
9736,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9737,,yes,yes,yes,,,,,,
9738,yes,yes,yes,yes,,,,,yes,yes
9739,,yes,yes,yes,,,,,,
9741,yes,yes,yes,yes,yes,yes,,yes,yes,yes
9742,yes,yes,,yes,yes,,yes,,yes,yes
9743,,,,yes,,,,,,
9747,yes,yes,yes,yes,,,,,yes,yes
9748,,yes,yes,yes,,,,,,
9749,yes,yes,yes,yes,,,,,yes,yes
9750,,yes,yes,yes,,,,,,
9751,,yes,yes,yes,,,,,,
9755,,yes,yes,yes,,,,,,
9758,yes,yes,yes,yes,,,,,yes,yes
9761,yes,yes,yes,yes,,,,,yes,yes
9763,yes,yes,yes,yes,,,,,,
9766,,yes,yes,yes,,,,,,
9768,yes,yes,yes,yes,,,,,yes,yes
9770,yes,yes,yes,yes,yes,yes,yes,yes,,
9771,yes,,,,,,,,yes,yes
9772,yes,yes,yes,yes,,,,yes,yes,yes
9773,yes,,,,,,,,yes,yes
9774,,yes,yes,yes,,,,,,
9776,,yes,yes,yes,,,,,,
9777,yes,yes,,yes,,,,,,
9778,,yes,yes,yes,,,,,,
9780,,yes,,yes,,,,,,
9782,yes,yes,yes,yes,yes,,yes,,,
9783,yes,yes,yes,yes,yes,,yes,,yes,yes
9784,,yes,yes,yes,,,,,,
9785,yes,,,,,,,,yes,yes
9786,,yes,yes,yes,,,,,,
9791,,yes,,,,,,,,
9792,,yes,yes,yes,,,,,,
9793,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9794,yes,,,,,,,,yes,yes
9795,yes,,,,,,,,yes,yes
9797,,yes,yes,yes,,,,,,
9798,yes,yes,yes,yes,,,,,yes,yes
9799,,yes,yes,yes,,,,,,
9800,yes,,,,yes,,,,,
9801,,yes,yes,yes,,,,,,
9802,,yes,yes,yes,,,,,,
9803,yes,yes,yes,yes,,,,,yes,yes
9804,,yes,yes,yes,,,,,,
9805,yes,,,,,,,,,
9807,yes,yes,yes,yes,yes,,,,,
9810,yes,,,,,,,,,
9811,yes,yes,yes,yes,,,,,yes,yes
9812,yes,,,,yes,,,,,
9813,yes,yes,yes,yes,,,,,yes,yes
9815,yes,,,,yes,,,,,
9818,yes,yes,yes,yes,,,,,,
9819,yes,,,,yes,,,,,
9821,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
9824,yes,yes,yes,yes,,,,,,
9825,yes,yes,yes,yes,yes,,,,yes,yes
9829,yes,yes,yes,yes,,,,,,
9832,yes,yes,yes,yes,yes,yes,,,,yes
9834,yes,yes,yes,yes,,,,,,
9835,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9837,yes,yes,yes,yes,yes,,,,,
9838,,yes,yes,yes,,,,,,
9839,,yes,yes,yes,,,,,,
9845,,yes,yes,yes,,,,,,
9846,yes,yes,yes,yes,,,,,yes,yes
9847,,,yes,,,,,,,
9850,yes,yes,,yes,,,,,,
9852,yes,yes,yes,yes,,,,,yes,yes
9856,yes,,,,,,,,yes,yes
9858,,yes,,yes,,,,,,
9859,yes,yes,yes,yes,,,yes,,yes,yes
9861,yes,yes,yes,yes,,,,,yes,yes
9865,yes,,,,,,,,yes,yes
9868,yes,yes,yes,yes,,,,,yes,yes
9869,yes,yes,yes,yes,,yes,yes,yes,yes,yes
9870,yes,,,,yes,,,,,
9871,yes,yes,yes,yes,,,,,yes,yes
9873,yes,yes,yes,yes,,yes,,,yes,yes
9874,,yes,yes,yes,,,,,,
9875,,yes,yes,yes,,,,,,
9877,yes,yes,yes,yes,yes,,,,,
9878,yes,yes,yes,yes,,,,,yes,yes
9882,,yes,yes,yes,,,,,,
9884,yes,yes,yes,yes,,,,,yes,yes
9885,,yes,,yes,,,,,,
9887,yes,,,,,,,,yes,yes
9890,yes,yes,yes,yes,,,,,yes,yes
9891,yes,yes,yes,yes,,,,,yes,yes
9895,yes,yes,yes,yes,yes,yes,,,yes,yes
9896,,yes,yes,yes,,,,,,
9899,yes,yes,yes,yes,,,,,,
9900,,yes,,yes,,,,,,
9902,yes,,,,yes,,,,yes,yes
9903,yes,yes,yes,yes,yes,,yes,yes,,
9904,yes,yes,yes,yes,,yes,,,yes,yes
9905,yes,yes,yes,yes,,,,,yes,yes
9906,yes,yes,yes,yes,,,,,yes,yes
9907,,yes,yes,yes,,,,,,
9909,yes,yes,yes,yes,,,,,,
9911,yes,yes,yes,yes,yes,,,,,
9914,yes,yes,yes,yes,,,,,yes,yes
9915,,yes,yes,yes,,,,,,
9916,yes,yes,yes,yes,yes,,,,yes,yes
9917,,yes,yes,yes,,,,,,
9918,yes,,,,,,,,yes,yes
9919,,yes,yes,yes,,,,,,
9922,,yes,yes,yes,,,,,,
9931,yes,yes,yes,yes,,,,,,
9932,yes,yes,yes,yes,,yes,,,yes,yes
9935,,yes,yes,yes,,,,,,
9939,yes,yes,yes,yes,yes,yes,,,yes,yes
9940,yes,yes,yes,yes,,,,,,
9941,yes,yes,yes,yes,yes,yes,,yes,yes,yes
9943,,yes,yes,yes,,,,,,
9944,,yes,yes,yes,,,,,,
9946,,yes,yes,yes,,,,,,
9948,yes,yes,yes,yes,yes,,yes,yes,yes,yes
9949,,yes,yes,yes,,,,,,
9950,,yes,yes,yes,,,,,,
9951,yes,yes,,yes,yes,yes,,,yes,yes
9953,yes,,,,yes,,,,,
9954,yes,yes,yes,yes,,,,,yes,yes
9958,,yes,yes,yes,,,,,,
9960,yes,,,,yes,,,,,
9961,yes,yes,yes,yes,,,,,,
9962,yes,yes,yes,yes,yes,,yes,yes,,
9963,yes,yes,yes,yes,,,,,,
9964,yes,,,,yes,,,,,
9965,yes,yes,yes,yes,yes,,,,yes,yes
9967,,yes,yes,yes,,,,,,
9968,yes,yes,yes,yes,,,,,,
9972,yes,yes,yes,,,,,,yes,yes
